name
NATURE REVIEWS MOLECULAR CELL BIOLOGY
NATURE REVIEWS GENETICS
NATURE BIOTECHNOLOGY
CELL
NATURE REVIEWS MICROBIOLOGY
NATURE GENETICS
NATURE METHODS
Cell Stem Cell
Annual Review of Biochemistry
Cell Metabolism
Annual Review of Plant Biology
NATURE CELL BIOLOGY
TRENDS IN CELL BIOLOGY
TRENDS IN BIOCHEMICAL SCIENCES
CELL RESEARCH
Cell Host & Microbe
TRENDS IN ECOLOGY & EVOLUTION
MOLECULAR CELL
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS
Nature Microbiology
Annual Review of Ecology Evolution and Systematics
MOLECULAR BIOLOGY AND EVOLUTION
Autophagy
Annual Review of Microbiology
Molecular Plant
CURRENT OPINION IN CELL BIOLOGY
Microbiome
Molecular Systems Biology
DEVELOPMENTAL CELL
GENES & DEVELOPMENT
AMERICAN JOURNAL OF HUMAN GENETICS
SYSTEMATIC BIOLOGY
PLOS BIOLOGY
CURRENT BIOLOGY
Cold Spring Harbor Perspectives in Biology
Genome Medicine
Cell Systems
EMBO REPORTS
JOURNAL OF CELL BIOLOGY
PLANT CELL
CELL DEATH AND DIFFERENTIATION
Cell Reports
eLife
PERSOONIA
MATRIX BIOLOGY
NEW PHYTOLOGIST
AGING CELL
Molecular Ecology Resources
Redox Biology
GENOMICS PROTEOMICS & BIOINFORMATICS
Protein & Cell
Journal of Integrative Plant Biology
Journal of Systematics and Evolution
Science China-Life Sciences
Current Zoology
Integrative Zoology
Annual Review of Genetics
Annual Review of Genomics and Human Genetics
CURRENT OPINION IN CHEMICAL BIOLOGY
CURRENT OPINION IN PLANT BIOLOGY
CURRENT OPINION IN STRUCTURAL BIOLOGY
PLANT BIOTECHNOLOGY JOURNAL
BRIEFINGS IN BIOINFORMATICS
mBio
CURRENT OPINION IN MICROBIOLOGY
Science Signaling
CELLULAR AND MOLECULAR LIFE SCIENCES
Cell Chemical Biology
BMC BIOLOGY
PLoS Pathogens
GigaScience
PLANT PHYSIOLOGY
ANTIOXIDANTS & REDOX SIGNALING
mSystems
Oceanography and Marine Biology
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
MOLECULAR ECOLOGY
QUARTERLY REVIEWS OF BIOPHYSICS
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY
CLADISTICS
BIOSCIENCE
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
Cell Death & Disease
PLANT JOURNAL
BIOINFORMATICS
PLANT CELL AND ENVIRONMENT
CRITICAL REVIEWS IN PLANT SCIENCES
DEVELOPMENT
PLoS Genetics
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH
CRITICAL REVIEWS IN MICROBIOLOGY
MOLECULAR & CELLULAR PROTEOMICS
JOURNAL OF EXPERIMENTAL BOTANY
FASEB JOURNAL
ACS Synthetic Biology
Journal of Molecular Cell Biology
CURRENT OPINION IN GENETICS & DEVELOPMENT
Cells
npj Biofilms and Microbiomes
Frontiers in Cell and Developmental Biology
Wiley Interdisciplinary Reviews-RNA
ENVIRONMENTAL MICROBIOLOGY
Evolutionary Applications
Advances in Genetics
