name
REVIEWS OF MODERN PHYSICS
Living Reviews in Relativity
Nature Photonics
Nature Reviews Physics
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS
ADVANCES IN PHYSICS
Nature Physics
REPORTS ON PROGRESS IN PHYSICS
Applied Physics Reviews
Advances in Optics and Photonics
Annual Review of Condensed Matter Physics
Light-Science & Applications
Physical Review X
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS
Laser & Photonics Reviews
Optica
Opto-Electronic Advances
PHYSICAL REVIEW LETTERS
npj Quantum Information
NUCLEAR DATA SHEETS
FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS
CRYSTAL GROWTH & DESIGN
Results in Physics
Waves in Random and Complex Media
ATOMIC DATA AND NUCLEAR DATA TABLES
OPTICS LETTERS
PHYSICAL REVIEW B
COMPUTER PHYSICS COMMUNICATIONS
OPTICS EXPRESS
NEW JOURNAL OF PHYSICS
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials
PHYSICS TODAY
APPLIED PHYSICS LETTERS
PLASMA SOURCES SCIENCE & TECHNOLOGY
Chinese Physics C
OPTICS AND LASER TECHNOLOGY
NUCLEAR FUSION
EPJ Quantum Technology
PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES
Plasma Processes and Polymers
CLASSICAL AND QUANTUM GRAVITY
CRYSTENGCOMM
JOURNAL OF LUMINESCENCE
European Physical Journal Plus
High Power Laser Science and Engineering
ANNALEN DER PHYSIK
Matter and Radiation at Extremes
Frontiers of Physics
Nuclear Science and Techniques
PLASMA SCIENCE & TECHNOLOGY
Advances In Atomic Molecular and Optical Physics
COMPTES RENDUS PHYSIQUE
PHYSICAL REVIEW C
JOURNAL OF COMPUTATIONAL PHYSICS
PHYSICS-USPEKHI
JOURNAL OF PHYSICS D-APPLIED PHYSICS
JOURNAL OF APPLIED CRYSTALLOGRAPHY
Structural Dynamics-US
JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS
Physica Status Solidi-Rapid Research Letters
PHYSICAL REVIEW A
SUPERCONDUCTOR SCIENCE & TECHNOLOGY
NUCLEAR PHYSICS B
Applied Physics Express
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS
ULTRASONICS
JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER
CHINESE JOURNAL OF PHYSICS
Frontiers in Physics
PLASMA PHYSICS AND CONTROLLED FUSION
JOURNAL OF PHYSICS-CONDENSED MATTER
EUROPEAN PHYSICAL JOURNAL A
Communications in Computational Physics
Journal of Optics
Physical Review Fluids
Entropy
Photonics and Nanostructures-Fundamentals and Applications
APPLIED ACOUSTICS
INFRARED PHYSICS & TECHNOLOGY
JOURNAL OF SYNCHROTRON RADIATION
Photonics
PHYSICAL REVIEW E
SUPERLATTICES AND MICROSTRUCTURES
JOURNAL OF APPLIED PHYSICS
PHYSICS LETTERS A
ANNALS OF PHYSICS
Quantum Information Processing
JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT
CURRENT APPLIED PHYSICS
COMMUNICATIONS IN MATHEMATICAL PHYSICS
Progress of Theoretical and Experimental Physics
PHYSICA SCRIPTA
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS
JOURNAL OF PLASMA PHYSICS
Nuclear Materials and Energy
OPTIK
Chinese Optics Letters
OPTICS COMMUNICATIONS
Journal of Physics A-Mathematical and Theoretical
LASER PHYSICS LETTERS
PHYSICA B-CONDENSED MATTER
Universe
Physical Review Physics Education Research
Acta Crystallographica A-Foundation and Advances
GENERAL RELATIVITY AND GRAVITATION
European Physical Journal-Special Topics
Journal of Complex Networks
PHYSICA D-NONLINEAR PHENOMENA
Romanian Reports in Physics
EPL
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION
PHYSICS OF PLASMAS
JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS
APPLIED PHYSICS B-LASERS AND OPTICS
JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA
COMMUNICATIONS IN THEORETICAL PHYSICS
Chinese Physics B
CHINESE PHYSICS LETTERS
CHINESE JOURNAL OF CHEMICAL PHYSICS
ACTA PHYSICA SINICA
JOURNAL OF INFRARED AND MILLIMETER WAVES
EUROPEAN PHYSICAL JOURNAL E
Advances in Chemical Physics
Advances in Theoretical and Mathematical Physics
WAVE MOTION
Advances in High Energy Physics
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY
PRAMANA-JOURNAL OF PHYSICS
Physical Review Accelerators and Beams
JOURNAL OF CRYSTAL GROWTH
JOURNAL OF MOLECULAR SPECTROSCOPY
JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN
RADIATION MEASUREMENTS
NUCLEAR PHYSICS A
SOLID-STATE ELECTRONICS
MODERN PHYSICS LETTERS A
JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA
IEEE Magnetics Letters
SOLID STATE COMMUNICATIONS
JOURNAL OF MODERN OPTICS
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS
ANNALES HENRI POINCARE
INDIAN JOURNAL OF PHYSICS
Romanian Journal of Physics
JETP LETTERS
JAPANESE JOURNAL OF APPLIED PHYSICS
JOURNAL OF STATISTICAL PHYSICS
EUROPEAN PHYSICAL JOURNAL B
INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS
INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS
FOUNDATIONS OF PHYSICS
OPEN SYSTEMS & INFORMATION DYNAMICS
JOURNAL OF MATHEMATICAL PHYSICS
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT
JOURNAL OF LOW TEMPERATURE PHYSICS
X-RAY SPECTROMETRY
LETTERS IN MATHEMATICAL PHYSICS
EUROPEAN PHYSICAL JOURNAL D
Zeitschrift fur Kristallographie-Crystalline Materials
High Energy Density Physics
CONTRIBUTIONS TO PLASMA PHYSICS
Journal of the European Optical Society-Rapid Publications
INTERNATIONAL JOURNAL OF MODERN PHYSICS A
HIGH PRESSURE RESEARCH
Semiconductors and Semimetals
LASER PHYSICS
CRYSTAL RESEARCH AND TECHNOLOGY
Journal of Superconductivity and Novel Magnetism
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS
IEEE TRANSACTIONS ON PLASMA SCIENCE
SPIN
MODERN PHYSICS LETTERS B
QUANTUM INFORMATION & COMPUTATION
STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS
REVIEWS IN MATHEMATICAL PHYSICS
RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS
INTERNATIONAL JOURNAL OF MODERN PHYSICS E
JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS
Journal of Theoretical and Computational Acoustics
