name
ECONOMETRICA
NETWORKS & SPATIAL ECONOMICS
Studies in Science Education
SOCIAL SCIENCE COMPUTER REVIEW
Sustainable Cities and Society
SCIENCE AND ENGINEERING ETHICS
SPORT EDUCATION AND SOCIETY
Physical Review Physics Education Research
JOURNAL OF ECONOMETRICS
JOURNAL OF SPORT MANAGEMENT
Journal of Science Education and Technology
SOCIO-ECONOMIC PLANNING SCIENCES
QUEST
LAW PROBABILITY & RISK
JOURNAL OF TEACHING IN PHYSICAL EDUCATION
QUANTITATIVE FINANCE
Science & Education
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS
SOCIOLOGY OF SPORT JOURNAL
HISTORY OF SCIENCE
